ts,load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,load_20,load_21,load_22,load_23,load_24,load_25,load_26,load_27,load_28,load_29,load_30,load_31,load_32,load_33,load_34,load_35,load_36,load_37,load_38,load_39,load_40,load_41,load_42,load_43,load_44,load_45,load_46,load_47,load_48,load_49,load_50,load_51,load_52,load_53,load_54,load_55,load_56,load_57,load_58,load_59,load_60,load_61,load_62,load_63,load_64,load_65,load_66,load_67,load_68,load_69,load_70,load_71,load_72,load_73,load_74,load_75,load_76,load_77,load_78,load_79,load_80,load_81,load_82,load_83,load_84,load_85,load_86,load_87,load_88,load_89,load_90,load_91,load_92,load_93,load_94,load_95,load_96,load_97,load_98,gen_0,gen_1,gen_2,gen_3,gen_4,gen_5,gen_6,gen_7,gen_8,gen_9,gen_10,gen_11,gen_12,gen_13,gen_14,gen_15,gen_16,gen_17,gen_18,gen_19,gen_20,gen_21,gen_22,gen_23,gen_24,gen_25,gen_26,gen_27,gen_28,gen_29,gen_30,gen_31,gen_32,gen_33,gen_34,gen_35,gen_36,gen_37,gen_38,gen_39,gen_40,gen_41,gen_42,gen_43,gen_44,gen_45,gen_46,gen_47,gen_48,gen_49,gen_50,gen_51,gen_52
2017-11-23 09:00:00+00:00,1.3732167882724526,0.24640612521735997,3.5070764696470924,0.365901630309256,1.907891485238492,0.27381134833740717,2.1414182389995156,1.3187830514139425,2.284031162416502,2.4387707877741707,0.8485453759799462,0.19854651351371297,3.9805560058470504,1.1287064002019298,2.9607904116125816,10.616905198002815,5.457255970290362,0.08013641819388571,0.1829559469698408,0.2199937405454334,1.0741481829729491,1.0984982855636118,0.7179892576514857,0.054923714206941324,3.5232898199155693,1.3720360578513213,0.3169860806162369,0.778326811976287,0.49702219858583574,1.3333231789317213,8.119681821337286,3.0617922214420106,0.1691310245504679,11.195973495825905,0.07722315383255916,8.792945973518586,0.39060100759564614,0.9480903927472515,0.01846020197694097,1.515651887567778,0.2599201454541006,1.1493698043374305,4.404925660584514,0.7484986209506967,1.8975954309907586,23.97886955694414,6.590232300031801,4.3727188192857716,0.2819288462418768,0.33494848938631433,3.860837320054994,2.68896155375891,0.06644405321448812,2.315727307189109,0.6505253772623361,3.5995661953638645,0.5191835446790577,0.7123903247725021,5.389771152365182,2.2297739224826802,56.63268848112958,5.657356193297406,2.108835461766115,0.353396296199248,11.817939171635569,33.001565056313474,0.5670031352370779,0.8120208986708438,0.884822016529077,1.0103904082215376,2.0017202804788488,11.472977152245306,0.10713290126850898,1.0874236501040475,0.23625806351257456,1.3244444649030043,2.04925402309924,0.5382791153747316,0.7037659960509141,6.0260072515726515,2.526093837973564,0.5334860430571385,0.28492392490320273,0.49813666295515124,0.687427689934565,3.032677195771853,0.11491813840328967,1.133003218760412,2.3020732793281025,0.054306725131678946,0.1360080839074182,0.7412626861558909,5.056102881102312,0.020860651498343576,0.38143612633371243,1.7935657391061421,5.094202450863287,0.2168756213776697,2.2652164147207126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0802383056873164,0.0,0.0,0.0,0.0,0.0,0.629713470076083,0.0,0.0,0.0,0.0,3.3038399207332385,8.612693875431935,0.0,24.475785215965256,20.90747458790366,0.0,0.0,0.0,0.0,0.0,0.0,17.480971137719063,0.0,0.0,13.083824741987348,0.0,0.0,0.0,0.0,10.29326722430633,0.8744136004262982,0.0,0.0,0.0,0.0,0.7717622059075269,0.0,0.0,0.0
2017-11-23 10:00:00+00:00,1.060097432136461,0.33299840803987907,2.9414795855395566,0.5608455096696409,2.289966646746905,0.2241638470697578,1.648152059362762,6.440055199594672,1.4128366349060604,1.9565086535381488,0.6129724584072239,0.9104515546642471,2.0437699551791493,1.871815783538856,4.01276458040855,4.151104377789172,0.23837251925359026,0.06138702342946819,0.5228389415124924,0.35874497939522176,0.2591512159361171,0.5827939124713407,0.20861677011250399,0.11147578920565308,3.4636119212380523,1.961096039489862,0.4533124218876893,2.6665330035623813,0.7319743977967641,1.3957285486202415,8.294089130514566,0.9750930030014326,0.8478631180574467,12.230677184768375,0.20390954442762316,3.812720187316432,2.6183983343209634,0.43422060921953504,0.24921272668081812,1.8783615300455927,0.308200576407433,1.1576014163445292,2.385944543797674,1.9220194766143093,2.34100599373295,36.60428278977757,0.7408061631274485,5.336558768778492,0.5971929179935098,0.39043544820611953,17.65475849846037,0.3948497396278386,2.73940189246122,1.088383590587914,1.1572022731173897,2.969133454122005,0.010122235077483504,0.5278160648405834,11.160957140345058,2.7264620271016184,47.928385183881716,6.160908147629877,2.304366312055805,0.37431093691192785,16.570565319490072,24.787855297525816,0.3202406933723192,5.32406939397477,0.3259429850860779,1.729122658297619,2.0058072430833116,22.143388539501718,0.10646290936805301,6.380664947452771,1.46291315989005,2.1883104297042775,2.2113308426627287,0.5126865208790767,0.8018690082655225,5.823111544203559,36.37970235420267,0.055144747510766944,0.18534821212080851,0.06537335087829857,0.450154261473327,12.642770162388558,0.041212022048611956,1.0592327668844423,0.18522866682659328,0.0704072540574843,0.0008609152309591955,1.924541416195199,1.0632414090227555,0.5873366192792133,0.3274660492883855,1.4007492284100418,3.9569630848213477,0.2828149217389843,1.8706528091761847,0.0,0.0,0.0,0.0,8.60527951230726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9816850982135527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.866071540400121,0.0,20.259548218442827,9.793689400864496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.424438184782874,0.9073335487129532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-23 11:00:00+00:00,4.749350078233036,0.21818246089343385,8.339763634945736,1.4808213247581636,8.155873660516564,2.3639225210136647,1.2876497830785973,2.7071454808112163,1.7806327354219271,1.3273283863973084,0.8992412656711322,0.762419668148435,5.682070583392757,1.4931495948828963,1.3595358344617947,3.515485155661414,5.632650528955751,0.12396861532445971,0.1743348095205443,0.5385738876415683,0.7686054368284682,0.7964559756434378,10.353428831674147,0.07629450915603968,0.9933316813953029,1.0408679666701162,14.850479120920895,2.500002077098052,0.9320998293028628,15.82688970047084,1.721983030491844,0.9165914554292725,0.7416387288204384,9.869622671283281,0.07715705391304574,3.6082434158663537,2.8980380053204398,1.5176202187365937,0.8399391899245332,3.365257093479485,0.6017572186745049,0.9407143968230419,19.29742463107463,0.20549272572341645,1.1721052171024045,8.852591645131893,27.62803950553039,3.042141598367183,0.01986401644400767,0.1539228319415076,6.572675360750153,1.3486225150828834,0.664925501629633,2.2626941875716957,0.8452639461009408,0.4150137318596235,0.09128303388085732,0.3153667707719812,19.640148048367312,1.4375152749158417,2.1072724655325183,11.983410699373989,2.196526650093331,0.5486188066389515,10.816428956013251,5.275023110294174,0.5275536938374963,0.621847150442603,9.724754434808682,1.3436084832417992,2.6088276429911668,1.6651871376483067,0.017567845652689085,1.6093535644466366,0.1760161345442802,0.6416090943588908,1.9031473802984473,0.7140081822528137,0.6794084248998171,1.7228154926817556,3.3241962348017347,0.5608817626419633,0.14965417459859048,0.024668193769013035,0.40580408792895706,3.265204107161121,0.15652642989434518,2.315320306652956,0.1767501337683543,0.12520599682699216,0.0006922106297420882,1.7580963870086639,1.0559702652509941,0.0352833088366055,0.129377444742012,11.415839940685748,6.760518963802424,0.42090348058203325,0.4724989372936987,0.0,0.0,0.0,0.0,11.96741233542702,1.7421949852120262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910125379378049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.231794157793331,0.0,17.541897948321836,8.056734205157749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.992698818185097,1.15258057852777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-23 12:00:00+00:00,1.3479005076217494,0.219751374461491,1.8244924443947306,1.470096103281835,6.50048461302009,1.169231812125389,2.2553855632860986,1.1621963858240165,1.2303189606629246,1.4035981600981202,0.9974522166773955,0.14178247283199477,2.952286336141912,2.013785622614577,1.2650571453768282,2.962448157012114,10.915612583852553,0.0627320887037912,0.3222117181864645,0.14057691304576764,3.250528619026218,0.43967111048200314,3.7197909645322307,2.779625167360475,2.6741713846318573,0.2584257505584793,2.6984251469655143,22.264834636734125,0.12892058534983925,1.4690812326633211,1.1828980010385117,3.1896161345980656,0.023537796042778697,30.44881835975895,0.30682558370427315,0.8696508354955108,12.59998957590458,1.022097700763427,0.184602019764153,22.54793473909669,0.29225883330750035,1.157717304320237,1.5275030867494397,0.7742795664744234,9.533581543013337,13.435911273251785,9.700626220104349,1.405423930212009,0.01977532067638703,0.16574164148491724,0.9530722579104522,1.809014505990115,0.9568642018917113,0.9847556557102903,0.9850117235410583,0.8634085252757867,0.32061442218428576,0.48542713985849695,8.336658077407035,1.3813490392437473,0.7367806070646072,11.828429062841701,2.1125270345666123,0.6818928168960775,5.448819583219622,5.254128254252717,0.29785667473000366,0.5225938845973876,0.4689573936330956,2.4383143514635415,1.97184172466426,2.4499595574943878,0.017961166790601526,3.330826875056747,0.21914376653618756,0.6696217385301816,1.765243171469712,1.254542247329779,0.909884531697116,2.2037760050386144,2.1633234297550556,9.244073968779556,0.4431039764907379,0.79910113231625,0.5122445044350027,0.559666762319524,0.3479245707507688,18.596442187909492,0.6376826816514964,0.0667335718303565,0.5414391545983122,0.4052459795908012,2.1147566724893423,1.622749004751202,0.21027634823838479,1.5260614057262434,4.155854419048753,0.39770613242251424,0.8025394457432957,0.0,0.0,0.0,0.0,17.837907175029628,3.146064151985582,0.0,0.0,0.0,0.0,0.0,6.553761001315996,0.0,0.908023233450012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9787117734724315,0.0,18.638030833217197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.646042698229383,1.3654595840987815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-23 13:00:00+00:00,2.597033306335856,0.2359998375697361,4.067433705281934,1.283886251687466,3.934601641401712,1.1857574007054592,20.34853055454581,2.242289309052877,2.512644677010123,6.277210662741428,0.8757242133150247,3.7978567190726853,3.1808111150428324,8.998046625004568,1.4929483908078647,5.289580649007281,1.1670699013795554,0.1975098241695752,0.2926801852514301,0.03560064680965818,3.5498804595113613,0.961235364568019,0.9579568245698267,1.0681266738821504,5.76796836441077,7.018555662542843,9.074807479175828,2.7094315353302068,0.4611041202658431,2.2066558503814275,7.285441091715794,3.224363730303244,1.2569154780026455,28.13300136382732,0.16970309168067463,3.407871337625051,31.081958078854313,3.731149263059227,0.01846020197694097,1.802074137753016,9.034493798842245,0.8954842116322471,2.184031383952718,0.4483359024048129,18.195373053068725,22.73334715639456,8.779849256247354,4.5135930907264505,0.018936786095439542,0.13743718062711682,14.1740889547101,0.4722548965289904,1.487834664214122,1.9391428112742228,1.436861700093568,1.4685199806399447,0.014791221754817847,0.5735876963185367,58.99283677357317,3.194298003563562,0.7547400352414934,0.13306606411784358,2.099549359404687,0.3224107166554184,3.170188602044038,0.9398861532600287,0.270676991695323,0.7630280292634789,1.4027853395609056,2.0925685844178026,5.134091196725073,1.5825033034513674,0.01658828160198532,1.0069835493831614,0.24646520068221006,0.6215553141738646,2.3874752774986847,0.5087106613279234,0.9212930255774886,1.8092785278487262,2.0778977568599095,0.5561407466877564,0.4232593628906706,0.06801681614327618,0.5211145391441269,1.8080388348100966,0.007925388855632268,3.3228577497824454,1.0554171469463887,0.08742948118263061,0.0005182883612608961,1.2727545410141983,1.3969231170061271,0.09322463110623061,0.17729146223396572,1.8159483483351015,5.580316528561196,0.23999863518208714,1.1065070848481156,0.0,0.0,0.0,0.0,26.738828767929203,4.477526653350929,0.0,0.0,0.0,0.0,6.5754998381247765,11.607046972622319,0.0,0.9543151360762534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.025798094786846,0.0,20.427602054004527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.543443646521395,1.688285901805857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-23 14:00:00+00:00,5.627587844180556,0.3110531946150507,3.522260757062013,1.7467422379260875,3.646719731184771,0.4007845749354221,8.451448179220945,0.0,3.071810294537415,10.07604816580871,0.7829283352305885,0.5573508791900949,4.374414304068796,0.785368745545769,1.2774065785248072,3.2351893286927904,1.257195651281593,0.07244070089534033,0.049408951937334064,1.3217881174685804,4.256316319672844,1.5768916522657426,0.9110683851481184,0.14723457445763194,25.520229871670388,0.30550222069421334,12.755777081507006,1.7704625894867156,1.3944697430037865,1.7169846955657533,2.4886550121573996,2.9604490678869033,6.64138801500577,12.76621354556633,0.22449480189335722,4.041153598009777,3.2392524025258984,1.7633415652330933,0.01846020197694097,7.404092302774492,4.355330701951561,0.570944394913676,1.555497766754415,0.42710807824211894,10.918266497215889,15.208427504509613,12.108371287874638,3.5670084988603037,0.08102574114242186,0.26943044011943446,8.226230066930544,1.4019632660770716,1.4827424845762913,3.4164765841260523,0.9666463442939155,1.4432539725792382,0.4937304791997589,0.3296956527509194,5.1426936432962576,1.2531450492213172,0.754098627102366,0.3282408739713324,2.7024354671891584,2.5865587694521164,1.7812616916082404,5.007118076511864,0.5771275990551468,0.7833209760673528,3.33262854562876,4.631946172367338,4.608664220557969,1.8435868974670284,0.017119190362608,1.4277643891325813,0.33580490296256593,3.1208463679722853,0.9637166943746002,0.5739533906241265,0.6530066538340117,6.195862856735167,2.3856648899158914,0.9639492842266151,0.49151209202241486,0.08328523207418179,1.4502506748941792,3.3522430449791045,0.09708601347845461,6.298774444087536,0.9231381747793886,0.12217275384995245,3.603425920852769,3.4823491501997537,0.9424999695712161,0.019303979769871547,0.6357974712110149,1.3946779190204912,6.181282491326073,1.3577448276554405,1.0847827838595003,0.0,0.0,0.0,0.0,40.77567229814487,5.85904767940002,0.0,0.0,0.0,0.0,13.445955220847837,22.420516802558986,0.0,1.0888549828773562,0.0,0.0,0.0,0.0,0.0,0.6815768682233565,4.550951532569946,0.0,0.0,0.0,0.0,8.948755508618234,0.0,27.477896576356724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.101995369891645,2.947823401915703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-23 15:00:00+00:00,1.1312725596976934,0.3706635201107885,3.62565343173524,1.497387170076989,3.858935308985912,1.1235720264540638,2.5746240720664604,2.352869548737987,4.1727226374348145,8.16763909596248,0.7898590920408237,1.0943603569544698,3.882853878230873,0.7640700768309122,1.9797011603076617,4.0102147078134855,12.87764042279646,0.30997170391111334,0.20674602793431957,0.2706561994675091,2.8753180531739404,2.100302727113417,0.854603647277964,0.0781320659985759,5.762797527585574,0.77200540732996,8.571648539987944,39.12157759777601,7.513461132021395,1.387545078568136,0.5570569418734361,2.985432003513006,4.384031282229547,8.87860186507891,0.30883317664482823,0.7834263672908668,5.8849430844679524,2.0931025272620674,0.7291779780655181,1.664145327343292,2.663597961105462,1.0907447521314215,1.9827329032212362,0.5308742760377624,6.7713205146907995,21.06576791200693,9.047721497177521,5.574791783029111,0.27257743572044935,0.09514419987815623,10.865523093682327,1.4441424860731773,1.9669586549701061,4.098731557749703,1.4345596873956576,1.862722287716087,0.40738394984385584,1.2615294825303343,5.345269387124736,1.4486089609180026,0.7393955787487881,0.6388925943459594,2.233891573860346,0.904864932112335,11.54670300003854,3.105359569962452,3.2358388366955584,0.8225910729274107,3.627206623075317,1.3137023830164043,13.840456809160605,1.6272689055768998,0.016609218849325095,1.055028713469364,0.17724495494139073,3.774467273918255,2.4166373872505633,1.1434206399053373,0.6512337750005832,3.1737071107724972,3.808112575116532,2.2741073196418324,0.5384377933680468,0.11773473627794061,0.35036637099912665,0.5483218550671213,0.04358963870462591,3.4312617463141866,1.3940301843471627,0.12533017624109388,0.557121725586613,1.6534303478991685,0.8432711580463601,2.3181842847592162,0.3348602120364089,1.2836616153191982,9.5218950611885,0.5034154402465797,1.773081088204632,0.0,0.0,0.0,0.0,61.41420246170466,8.19658686020282,0.0,0.0,0.0,0.0,24.688230629675296,42.1508954852194,0.0,1.3347151964884525,0.0,0.0,0.0,0.0,0.0,1.8342392811280193,12.334833617707195,1.4446102891759969,0.0,0.0,0.0,12.850570002743218,0.0,40.78210453796721,19.457964108490188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74107349032347,6.98174978251779,0.0,0.0,0.0,0.0,1.621912651614911,0.0,0.0,0.0
2017-11-23 16:00:00+00:00,0.9673114131600853,0.31833843495771785,3.361242133147684,1.5849648713570046,4.150669620426555,1.3515054878988233,1.8827345894445446,6.083754659250456,3.2350666379473805,3.8078475456658074,0.8985782737336931,1.1179672971115526,4.873547942254413,5.938777495349269,43.85562748289781,7.469106045853419,1.5345013091956303,0.23428905081228382,0.2278830458129577,0.5928876949556019,2.8130584786422,0.9040187664081684,7.6141018692650455,0.2936332511328214,7.8959548759490525,4.236242305196897,12.739128070598017,7.913492350158849,17.82710795992203,2.53881169075969,0.8484326987043326,1.1337759304071293,4.033257259759897,10.428596329635806,0.06788666813826776,0.8132086047881373,2.553768171897919,2.316250435209979,0.849169290913006,3.6370612665923847,4.3877468709332605,1.0518901884572758,2.018034868045812,0.287101604112229,3.4148357768169944,5.117946953126788,11.335659694467727,26.960283667087165,0.20852566730908217,5.009932136522781,11.44834529706374,0.1832643575895276,4.796846154816079,7.009846343352152,1.460833845847688,0.7080239239469915,0.7373111941344737,2.1458488754156826,19.390158431277694,1.9908644875885915,0.735941842569564,0.9873279224719355,2.245047964216887,0.7293707743321991,12.98992657282003,3.504895027402151,1.2448856024866453,1.294388230897594,3.6261800441415226,11.456871654863662,15.68270145424217,10.617374947451955,0.016721382671633384,1.3978255729826154,2.30887920183529,2.3280540174841824,1.1213080047260868,2.3358045737946456,0.33769810898877634,2.577392738291062,3.613463970471611,6.5023391902522,0.8820349896974509,0.08581120011629473,0.2749710759740775,3.762296830969945,0.05547772198807436,6.580000101658621,3.0766032949369717,0.20556269353585366,0.0004565459552576212,0.7131739692985216,0.7680677199329276,1.1451664946897093,0.17933901918191075,2.1375870102515426,14.180560596996852,0.46028707053395074,1.7507865912645806,0.0,0.0,0.0,0.0,79.70390170825722,10.714990868700061,0.0,0.0,0.0,0.0,34.55803544542804,59.135465640827235,0.0,1.365798829443661,0.0,0.0,0.0,0.0,0.0,3.064123815339241,20.23214663886285,2.7891253508598735,0.0,0.0,0.0,18.54220497707106,0.0,46.87549845975086,60.95581070162845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.648080716897592,13.375602303006694,0.0,0.0,0.0,0.0,2.7949649341796814,0.0,0.0,0.0
2017-11-23 17:00:00+00:00,1.1652820745412933,1.1056338036011488,2.34760183884526,2.38431993271296,4.0308504141722,1.5308023767133545,1.778950657245729,3.1474825267722615,4.312364379987623,3.3795233764588923,1.6438731934600577,0.16810042624076926,5.252206423159608,1.533092970223929,10.183979387046506,10.17379993972365,2.3431213339706325,0.8008687966091453,1.5680646338029667,0.5604819779870909,2.512962971593481,1.7352623408175234,4.3340274017066,0.2819262500589072,9.483127568767179,2.613882057909772,4.662612464721649,3.856301304328001,3.0178228560463776,1.7174096205956388,1.5588124619753234,4.015714058770192,5.81336854700747,12.145525596110627,0.06718057751307412,0.7699981257887457,5.978105063928008,2.597743424160836,0.7153328265841266,12.08255765464061,5.461180171255095,0.8186041290270017,2.3204238318237196,0.9941844871646917,3.362318063992145,3.2198738762792605,9.87480361157059,18.137017054986924,1.9408067460183047,4.93209432346408,3.1596960021058726,1.4154828669746957,13.750863707564603,9.050678057003184,0.9280193516220312,1.3940796336262158,0.809396964472541,0.1457935552098512,15.49361524682985,3.8596165438187295,0.7273075020934039,0.6826562443492429,2.5583416201577855,1.2233193096670285,11.637922381305321,3.8952377041023025,4.5893232797145975,2.754471206053725,7.18954959336425,1.095493514361048,16.462293775514173,9.37647932823936,1.1090205436262153,2.0936402004541788,3.3760205279059416,7.9902935101235,3.1409589269858964,2.5124292162054505,1.1834765313972748,4.121433655496536,4.761802627675325,2.603853812004207,0.4265674031628756,0.026250776163218508,0.2683185499422343,18.409776946338926,0.49177037847677735,8.23199650379726,3.9083785643100555,0.21843158926382533,4.5909739560094165,1.4923696284042518,0.46216105507090677,1.705812758106476,0.3742466696943179,1.5412118232462877,13.99691554689526,0.6920954182203303,0.7787228856339754,0.0,0.0,0.0,0.0,88.9439901554332,13.41394812527548,0.0,0.0,0.0,0.0,43.28741933937856,73.17994921471946,0.0,1.2261386660059779,0.0,0.0,0.0,0.0,0.0,3.943076535322272,26.999062376702984,4.41266562496657,0.0,0.0,0.0,23.48972440384429,0.0,52.357652847227534,117.53783935350717,0.0,0.0,0.0,0.0,0.0,0.0,13.598203674501027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.448249291648246,15.8547776770798,0.0,0.0,0.0,0.0,3.7813923583058493,0.0,0.0,0.0
2017-11-23 18:00:00+00:00,1.5724838703896014,0.17629722303759143,4.658490494509373,1.4467209452810836,18.48723775607583,2.4043861924229084,2.276032741250237,3.2865090218592203,3.1871341709953738,3.9350571966461567,2.2209674404734736,2.400030114532981,5.9176688194951605,0.7375522608495856,9.03738839236119,15.801925109182463,7.331252103684914,1.4471710943641056,1.112635840626197,0.5627640707307673,2.393194762369346,19.72384544990719,2.2994772510448183,2.2967195724856255,16.4752959029802,2.984174913589203,0.6525614246005521,8.62500426350694,12.233370087196569,2.5994202869226744,6.925720703835877,6.135288592980126,4.06126766166554,8.562598784073856,0.41038520050335425,0.7246262591569073,30.564494014758655,2.9017381709916927,2.1321533282657357,5.465057383768068,17.483443306080993,0.5797251376348697,3.280090950302502,4.9259071623709705,4.153374863454886,13.495141534796934,8.737128072642646,19.29759361059529,0.9589143944893441,4.2235747542339945,13.915916091957877,4.281069904543778,5.2911464574590505,12.992899502909033,0.8509253366413752,2.0168665087163538,0.5998230266554722,0.20620606586695742,33.57463253950412,2.0745655652182604,2.0931121471611522,17.184798795914283,29.409788575905612,0.6661042812160837,14.83067486714539,1.892063866901007,0.35073652731729327,7.25756656263861,6.277199125431621,1.2365426624521407,14.634361908947763,10.639168727427144,6.026418618118303,6.469007723611823,1.998230432564637,6.534508611428193,2.6043105887509914,5.204743093722864,1.352909112047958,5.186821848868159,4.459254619294626,0.6649406173598356,1.568095984924055,0.038864466061239625,10.471075973775813,3.542016165230007,0.4192530704494314,6.326145235163665,8.677033779242112,0.14464032249080985,0.542491384325589,4.980256438888683,0.4153290805749591,0.6101271686189009,0.2892335258605596,1.914052227260083,59.99227667680206,0.47791742410472327,1.1885055947914367,0.0,0.0,0.0,0.0,98.81724204983051,17.534582989649014,0.0,0.0,0.0,0.0,50.980231279483206,88.52247571976312,0.0,1.2095135318845383,0.0,0.0,0.0,0.0,0.0,4.321643983719329,32.85332416697415,6.0753156395036,0.0,0.0,3.2051238059751532,26.105750160582573,0.0,58.53980123575114,129.80074584834537,0.0,0.0,0.0,0.0,0.0,0.0,20.417618069144762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.09103467695242,13.721767371287942,0.0,0.0,0.0,0.0,4.7895834165442635,0.0,0.0,0.0
