pt_index,mean_p_residual_lossless,mean_p_residual_full_y
152457,1.5712616796391463,1.570307135553555
152632,1.805119201431021,1.804998785640715
152705,1.8765666733531703,1.8739119310542613
152732,1.8367368676996945,1.8275001685196441
152786,1.7840646848865471,1.7752176015485748
152796,1.7835143385985852,1.7746672552606129
153865,2.073169926389247,2.0673120390002695
153920,1.9847873976061516,1.911623917691552
153947,2.037302648651079,2.0250865531071742
154041,1.787752009750491,1.7833305602062537
154335,1.6231009782018302,1.6109486879857051
154373,1.9606945164192766,1.8914340944486407
155330,1.6758590502856046,1.663033041793395
155435,1.5897860158580588,1.5678228579162183
155568,1.7777912671627394,1.7697143544020209
155683,2.3258253010160477,2.3129272351348935
155705,2.1994909725588543,2.1849713252281697
155829,1.9393901295425517,1.9146562140149954
155915,1.6360239001267662,1.6351004506372935
155931,1.6397879766787955,1.5631808560921887
156066,1.4174974016119104,1.3348475664906023
156290,2.138420804687196,2.0634392612191776
156305,1.9984080816654826,1.921931614583593
156451,1.811125707865076,1.807231595913614
156583,1.5632212030840928,1.5587466523441615
156695,1.702440712526452,1.6943031208470616
157114,1.55861389702271,1.5433324643146753
157277,1.8367052394887433,1.8362804734334246
157293,1.7003448881586487,1.6971897995448062
157324,1.8808437172167582,1.8629601973893097
157451,2.125207600332287,2.116528298337122
157488,2.3084991547986786,2.2362734430806315
157871,1.7099994755091898,1.7004608780346495
158903,1.7981020114867345,1.7900258433134557
159093,1.9216076882739357,1.9019563114616567
159296,2.7511016103434023,2.7450543254720094
159301,2.7475040957352594,2.7445737027225623
159309,2.7529537209410444,2.7441671825696785
159586,1.4151393137077648,1.4142635742986247
159600,1.5092890169401505,1.505044885806647
159631,1.574582013273537,1.5617071657014472
159688,1.7207565247853867,1.719180946735291
160283,1.5997579735244079,1.5941357879231743
160791,1.6308621812379451,1.6177033781003007
160952,1.844269141571866,1.8361521494590447
161114,2.4957521857686484,2.442676276579285
161374,1.5152362804860382,1.4407105754955492
161868,2.130892721867559,2.1259027373255552
162498,1.6536136852993994,1.6392466553681133
162500,1.6456179228657681,1.631250892934482
162745,1.84771825297124,1.7680717841690248
162977,1.954473606515623,1.9507202836066109
163080,1.6986555636462177,1.6968524415574948
163185,1.6089426124328894,1.5958362835475912
163233,1.4020827025462974,1.3872933591009713
163323,1.6706635005187132,1.6575864746622555
163438,1.8858475354002349,1.8853350355030565
163944,1.5935598601391805,1.5794725565251466
164034,1.4683437621745723,1.4501684263846852
164264,1.6286384308470232,1.5282153088711652
164346,1.4442858843277429,1.43245827693017
164754,1.716225626134752,1.704603699448552
165197,1.7874884931302426,1.7579046176749284
165237,1.777675868411398,1.7668072304855023
165316,2.019462349393782,2.0179871847428905
165872,1.9382173274477292,1.9326192835845606
165964,1.809674548841772,1.8090430369669934
165972,1.8120724757449052,1.8114409638701263
166314,1.641404922416415,1.611824599571891
166391,1.825239967452431,1.7957741320266485
166458,1.8395524750583079,1.836677347785324
166763,1.55844679687058,1.4841826639539348
167003,1.8859788456986586,1.8066986892478216
167172,1.9648653967974015,1.9424059789449934
167228,1.9016395661716419,1.83428992420324
167338,1.5326773692332036,1.5184554448898502
167359,1.5628420807922423,1.479594365015228
167432,1.423779368998876,1.4134481103681371
167871,1.9889178647631978,1.980404944546978
167877,1.9866533160221342,1.9781403958059145
168362,1.7336956955095535,1.7333431971656625
169319,1.5836416101989843,1.5002378119087179
169382,1.7778544653919677,1.7689740679310728
169883,1.3897301846241294,1.382304313900877
169934,1.6370177549775875,1.563286186981977
170487,1.440525647952384,1.3567466535770927
170512,1.5731316003875335,1.5668882808945133
170741,1.8175962462544204,1.8109033199663327
170886,1.660744058620941,1.6527286612443597
171101,1.4649817514622179,1.4577157247088037
171278,1.6442172617914954,1.6419282552936936
171291,1.6708304058715098,1.5903217635684992
171392,1.8296257170636496,1.8217400336155214
171495,1.759263712376001,1.7455154073626198
171673,1.4537771827320294,1.4423441972147162
172019,1.849996600850312,1.8348421802588646
172081,1.908870217795978,1.8985186832091645
172254,1.4170707444785144,1.4093505276462475
172499,2.0221758586958063,1.948649419459038
172961,1.4664129465461728,1.3872299026786767
173010,1.456719246892207,1.4411791953662463
173033,1.426223152613869,1.419385179805608
173046,1.579250765032473,1.5716971727356244
173104,1.6321815967938884,1.6304597976173316
173175,1.6639775929567195,1.6523954758284942
173261,1.8153277210056655,1.7777629885499324
173289,1.849797518911801,1.8490255811025913
174285,1.5725958129050086,1.4902499665486384
174649,1.438655158918434,1.4244171696150256
174679,1.3625323842983188,1.3594870391766973
174989,1.6338013506659312,1.6245455983181663
175134,1.6227576057000053,1.6135226537978653
175237,1.6142217246888018,1.5368023346995596
175573,1.8984517869790765,1.8273993563987385
175585,1.9150038398464977,1.8439514092661602
175637,1.6895078254142275,1.6882480824162036
175992,1.8013411819879293,1.7924347401204928
176113,1.835154259483816,1.8222124995400482
176132,1.6923552015263148,1.6596640664587372
176287,1.6914456675424274,1.6829318266785855
177160,1.3711423939555878,1.3613960507404474
177335,1.7348618787761674,1.7214702681877554
177907,1.7783419502130078,1.769331143766185
177980,1.6627320817933762,1.581814374888216
178303,1.6415919391157658,1.5696747440958865
178355,1.6138499863239955,1.604687170469114
178394,1.6205674303191329,1.6178588805703265
178482,1.6038342185490384,1.592963560839075
179155,1.5887991051853478,1.5179985189831724
179184,1.6033833315851944,1.5989129645761193
179362,1.6961735980421764,1.6864032482009619
179421,1.493793662687697,1.415161750621524
179867,1.8443716168529811,1.8114325693065305
180055,1.6464765188454182,1.5752542823091247
180063,1.4937222817624976,1.4806711089017581
180206,1.7409480858815929,1.6745721242730556
180356,1.8370059290290783,1.832602226418738
180422,1.9103833245567154,1.8990969445261396
180473,1.6087409084836408,1.6047073382284112
180634,1.4083911428765843,1.397755073479444
180692,1.426728116883799,1.4146559485329215
180799,1.4616323149405082,1.4448080859999137
180887,1.6991461306717757,1.688501012138373
181142,1.6052181957831788,1.59246063146741
181179,1.514793510162815,1.502194812803687
181764,1.6486103008696136,1.5644926620257043
182220,1.8083427377646966,1.8001690746108274
182388,1.6494475658253227,1.6145037034293255
182731,1.7100548422756465,1.7022934171854964
182777,1.7267410803484367,1.6972379736306358
182868,1.853418904862507,1.8517868264311554
182995,1.5932003972189495,1.5930544717005335
183066,1.6810009114343456,1.6001800646245856
183684,1.6041668896110042,1.525657506017099
183731,1.503943867680273,1.4958090376785411
183796,1.5493740516927128,1.5439364589774047
183866,1.7116069962963134,1.6993435386074724
184180,1.7411649689219626,1.722125855836663
184234,1.5809138258123347,1.5123703670175754
184486,1.7274730392950104,1.642668401075664
184753,1.7196081261190115,1.6983209929237824
185003,1.5789758388705364,1.5665872344163163
185042,1.309023025384176,1.3008303451994416
185211,1.6133077107595408,1.5858183554791454
185248,1.7191988412395267,1.7050290511881463
185408,1.6886951533167471,1.6065976260862156
185802,1.6351062634710092,1.625391768415273
186071,1.5494911895123917,1.5380478422322064
186807,1.7405797719212872,1.7381897196761702
187038,1.7655721860462466,1.7585049906514307
187206,1.904180667652537,1.8341574613672589
187576,1.7826971934599207,1.7748254731860424
187683,1.9000553252943537,1.8179980865327325
187997,1.6415592557400709,1.6275194122304044
188227,1.7993669698889667,1.787009419475205
188359,1.9005550402625027,1.8940617321327808
188562,1.6885477820215449,1.6843903088844938
188585,1.6842931797316278,1.675624526106765
188846,1.8822176996316449,1.8463621206714451
188880,1.700929185072187,1.6969600896884323
189080,1.6867208962497209,1.6800561587233067
189093,1.6887120083826777,1.6820472708562633
189318,1.6492556802224292,1.6223312718068104
189440,1.5930928652205312,1.5822765517405302
189441,1.5883082949810667,1.577491981501066
190256,1.5574666605722962,1.5541984689783697
190448,1.8277142278906426,1.7553756140727155
190746,1.974738529885285,1.9669592469363757
191242,1.8601818285723244,1.8551754534736458
191457,1.4791721004070493,1.4662879493436696
191493,1.5571897288905312,1.522579832173488
191699,1.7896766892925633,1.7099253342877907
191820,1.9524406636253084,1.9434305657874078
192406,1.9955192125459582,1.9087157745623997
192631,1.7847416422639508,1.7818813338359965
192813,1.6860931475631171,1.6087466554273233
192825,1.797621543256068,1.7867545166690324
193079,1.7113891298278756,1.6951339954019515
193546,1.8043768335072727,1.727277356735468
193816,1.6283194519710353,1.6206549129471342
193818,1.6323664296389357,1.6212531196183886
193837,1.5016407519499833,1.4212733419140609
193915,1.600125955033945,1.5197059555376058
194497,1.673144517146024,1.6694342364730572
194635,1.714192740617902,1.7084323501070193
194639,1.7151102761781944,1.7093498856673115
194825,1.7155032328032715,1.6400815378986895
194846,1.6092456308687855,1.5336910278386882
194889,1.760560369338565,1.746880034308125
195095,1.6574796232849258,1.6487213184195253
195454,1.8437144550056708,1.8081009136314357
195756,1.542996658066969,1.5385029870457947
195879,1.9673401032795108,1.8920071752938366
196542,1.724052406578398,1.7106984634943652
196710,1.3789868948226265,1.3074064935321448
196756,1.6754645341341143,1.591428232733816
196796,1.5918045417010918,1.5849966823815593
197193,1.5511648443938109,1.5377022549104549
197443,1.5073183705609385,1.4947436726977912
197758,1.8526595241697974,1.7721167518808634
198072,1.826271482641436,1.7455500738551064
198931,1.820385205662326,1.7437724557945202
199314,1.4625837992002217,1.4616926157664625
199456,1.5724172186659457,1.5573918325247962
199672,1.8117027989511867,1.806009968501326
199986,1.3045175530870738,1.2995253218439384
200031,1.611250299349236,1.5977425986402038
200318,1.7814105099843647,1.7798949374435529
200414,1.6889552471139604,1.6719255226253886
200427,1.6999193978644254,1.6828896733758534
200627,1.657697100862872,1.5785721841276148
201227,1.6865421222980523,1.6716766453755312
201726,1.3978790287620568,1.3155319498613034
201842,1.4415297486137406,1.4263192294866454
202210,1.7823949437905766,1.767546181211863
202385,1.6726972421808086,1.6600271481227997
202713,1.3930939806499731,1.3827321735175222
202800,1.4635649156425523,1.4548196793459935
202824,1.6895748089728369,1.6763297124738705
202826,1.6938305757733991,1.680585479274433
202944,1.404171532672342,1.3234761563097028
203039,1.510630639150275,1.5016870572911785
203072,1.6217562507618883,1.6104280412356777
203454,1.8214081165024074,1.7510537097917505
203766,1.7690239148158498,1.7644270123612955
203856,1.8306015954074735,1.7916493134411842
203924,1.8128898250656615,1.808136878087043
204048,1.8370159214117918,1.8259502943908414
204319,1.9402779489946238,1.9266006331105474
204391,1.9359953978326876,1.8664399964473906
204562,2.078607725437657,2.0750631562146653
204813,1.7397969591432203,1.7270289724272365
205244,2.128896395564363,2.095498635544671
205725,1.9730477497464067,1.94469452477484
205916,1.9020111100312664,1.8915956911734897
206095,1.7421725306578264,1.7401900662626537
206211,1.850634118580555,1.8256623529992244
206679,1.815533691399256,1.8123172863142467
206748,1.8851881699205337,1.8764888439820606
206889,1.7257812631330698,1.7066986184846626
206928,1.740699850504784,1.726963008508536
207049,1.9285744655619792,1.9276870651615983
207166,1.52511941452144,1.5231127635844355
207443,1.99074155853126,1.91540190710726
207727,1.7076508020404653,1.6978014300557178
207886,1.863877642057602,1.8600477939785285
208204,2.2002449124850916,2.196424350183262
208620,2.0373498350674235,1.9668150837731615
208776,1.9953389588885415,1.9346267034151743
208954,1.7762211238814454,1.6959536872706895
209226,1.866318086333049,1.8583940190098673
209569,1.72767666603116,1.72421669130662
209989,2.0829340275328896,2.08121971427675
210060,1.9932040757409175,1.9287491122913691
210435,1.7110251818057272,1.6922176100187618
210774,1.7498631099483941,1.671328875334626
210883,1.514280105505606,1.5072816489956373
210923,1.4730283948113796,1.4611792625847921
211002,1.7377819596258441,1.701708357736643
211121,1.6834133728439078,1.6742270969922697
211558,1.7610650722383148,1.6520059485693668
211654,1.7949762485414453,1.7828512186309335
211908,1.8346498685876824,1.7509396835574456
212360,1.809127909695529,1.8029354113595941
212429,1.9333132241182285,1.8673458881211003
212548,1.6166512604801253,1.6096772072309242
212599,1.4850978117559686,1.4796755778292063
212949,1.7898367779767026,1.719038123876817
213445,1.9190683224225449,1.9096651226712342
213599,1.8641103295673067,1.7872056289805374
213916,1.8189324330233871,1.815957369007172
214112,1.6945675711175874,1.6851226091206852
214380,1.486869472730814,1.475050858061168
214608,1.8676558681381337,1.7979896134884736
214666,1.7896466628613097,1.7872289439749385
214679,1.7887252753195948,1.7870266358180615
214818,1.9294186312229795,1.9238275639907083
214848,1.8271857267614087,1.8210823215218923
215145,1.5302094090822738,1.5125561679695396
215178,1.6882565553140718,1.6671413735121654
215291,1.7637330163818432,1.7519192956361689
215312,1.77087178667957,1.7607707703256248
215494,1.6232547253232992,1.6185966664747482
215507,1.8940353660423892,1.8206389220297303
215802,1.7720177462207758,1.7275181638516042
215915,1.8146612578095778,1.8064830367060216
215997,1.7264689231534789,1.7049966601918431
216195,1.598577177675209,1.5835529609984031
216614,2.1433233428978324,2.0659462310479575
216691,2.211973119222607,2.1940428301063375
216746,1.9690136799774103,1.964858668922251
217252,2.252943940459524,2.2420539307515663
217524,1.9783391785398727,1.960506269418953
217694,2.168708873512154,2.167237992865068
217828,2.1857172238171754,2.1819142044103
217941,2.1373064076421233,2.1189233182811558
217975,1.9303780944442162,1.9289943230543283
218134,2.028284567687309,2.0216279358056863
218174,2.228008891462494,2.193952130884024
218189,2.170177777348434,2.1070412721243756
218331,2.1473082058543915,2.1133487271691602
218707,1.8725616577014366,1.8600264734110352
218959,1.8039842006070617,1.8009250581587006
219001,2.092309312388831,2.0913716605403616
219349,1.9824857633173492,1.975757359570704
219575,2.1235775020281773,2.0554610863278477
219713,2.239590556173647,2.1706623403546703
